jaccard,distance,age_diff,bio_similarity,label
0.2,92.24,1.0,0.5073703527450562,1.0
0.25,0.0,5.0,0.28341180086135864,1.0
0.2,0.0,3.0,0.15923118591308594,1.0
0.5,0.0,7.0,0.058075398206710815,1.0
0.5,0.24,5.0,0.6269247531890869,1.0
0.5,86.31,3.0,0.5311835408210754,1.0
0.2,89.89,2.0,0.1434987634420395,1.0
0.2,0.0,1.0,0.1436694711446762,1.0
0.2,0.0,8.0,0.07880827784538269,1.0
0.25,0.0,6.0,0.22349992394447327,0.0
0.125,0.0,6.0,0.28914880752563477,1.0
0.125,0.0,0.0,0.07880827784538269,1.0
0.14285714285714285,0.0,3.0,0.217753604054451,1.0
0.2,0.0,8.0,0.28693488240242004,1.0
1.0,0.0,5.0,0.2525494694709778,1.0
0.2,0.0,2.0,0.30989065766334534,1.0
0.2,0.0,0.0,0.1175217255949974,0.0
0.2,0.0,3.0,0.3636137843132019,1.0
0.2,0.0,4.0,0.26258257031440735,1.0
0.2,0.0,9.0,0.2241641879081726,1.0
0.2,0.0,1.0,0.22609896957874298,1.0
0.2,0.0,9.0,0.2308414876461029,0.0
0.2,0.0,6.0,0.30601322650909424,0.0
0.5,78.42,5.0,0.4042651355266571,1.0
0.5,0.0,7.0,0.24844670295715332,1.0
0.5,78.42,0.0,0.3793695867061615,1.0
0.2,0.56,6.0,0.2585527002811432,1.0
0.16666666666666666,0.0,4.0,0.4089584946632385,1.0
0.2,0.0,1.0,0.23281385004520416,1.0
0.2,0.0,5.0,0.5848207473754883,1.0
0.2,0.12,6.0,0.7709923386573792,1.0
0.2,68.9,9.0,0.21654170751571655,0.0
0.2,0.13,4.0,0.411327600479126,1.0
0.125,68.96,4.0,0.2077159583568573,1.0
0.2,68.96,1.0,0.19561238586902618,1.0
0.3333333333333333,0.13,2.0,0.369299978017807,1.0
0.125,68.96,0.0,0.4418101906776428,1.0
0.2,68.96,8.0,0.19820773601531982,1.0
0.25,68.96,8.0,0.061221301555633545,0.0
0.16666666666666666,0.13,1.0,0.24523860216140747,1.0
0.14285714285714285,0.13,8.0,0.21753762662410736,1.0
0.125,0.13,8.0,0.18683341145515442,1.0
0.25,0.13,4.0,0.2055359184741974,1.0
0.2,68.96,2.0,0.17238271236419678,1.0
0.2,0.13,8.0,0.21753762662410736,1.0
0.16666666666666666,0.13,7.0,0.2055359184741974,1.0
0.2,0.13,4.0,0.34105753898620605,1.0
0.5,0.0,9.0,0.18519216775894165,1.0
0.2,0.6,5.0,0.3271732032299042,1.0
0.2,0.13,1.0,0.42977046966552734,1.0
0.2,0.13,4.0,0.35728973150253296,1.0
0.2,68.96,4.0,0.31132689118385315,1.0
0.2,0.13,4.0,0.29862552881240845,1.0
0.2,68.96,5.0,0.25979384779930115,1.0
0.2,68.96,6.0,0.19840723276138306,1.0
0.2,0.13,1.0,0.3764287531375885,1.0
0.2,68.96,6.0,0.4267144501209259,1.0
0.2,68.96,1.0,0.2807503938674927,1.0
0.2,93.86,5.0,0.25169864296913147,1.0
0.2,0.6,7.0,0.4072452783584595,1.0
0.2,68.96,5.0,0.11465134471654892,1.0
0.2,0.6,2.0,0.3784538209438324,1.0
0.2,68.96,6.0,0.32159414887428284,1.0
0.5,68.96,3.0,0.2797587811946869,1.0
0.2,0.13,6.0,0.3128903806209564,1.0
0.2,0.13,0.0,0.46655261516571045,1.0
0.2,0.13,4.0,0.3280460834503174,1.0
0.2,0.13,4.0,0.28321313858032227,1.0
0.2,68.96,1.0,0.17669999599456787,1.0
0.2,87.11,2.0,0.33109498023986816,1.0
0.2,0.09,5.0,0.42660728096961975,1.0
0.2,0.09,5.0,0.3221339285373688,1.0
0.2,0.09,2.0,0.2259128987789154,1.0
0.5,91.66,9.0,0.1875559240579605,0.0
0.4,0.09,2.0,0.35185927152633667,1.0
0.2,0.09,6.0,0.15120890736579895,0.0
0.2,0.08,5.0,0.24073754251003265,0.0
0.2,25.4,4.0,0.5154054760932922,1.0
0.25,0.08,0.0,0.7991124391555786,1.0
0.25,0.08,4.0,0.4087139368057251,1.0
0.14285714285714285,0.08,3.0,0.03787996247410774,1.0
0.16666666666666666,0.08,1.0,0.05427456274628639,1.0
0.14285714285714285,0.08,5.0,0.275412917137146,1.0
0.125,0.08,1.0,0.09276211261749268,1.0
0.2,0.08,2.0,0.09276211261749268,1.0
0.5,0.08,3.0,0.3609544634819031,1.0
0.2,0.08,0.0,0.3026842772960663,1.0
0.2,0.08,1.0,0.3679058849811554,0.0
0.5,0.08,1.0,0.4152485132217407,1.0
0.2,0.08,0.0,0.3476064205169678,1.0
0.2,0.08,3.0,0.6392884254455566,1.0
0.2,0.08,8.0,0.3692627549171448,1.0
0.5,0.08,5.0,0.628861129283905,1.0
0.2,0.08,2.0,0.35134565830230713,1.0
0.2,0.08,5.0,0.4593057632446289,1.0
0.2,0.08,8.0,0.3194955289363861,1.0
0.2,92.35,8.0,0.23032791912555695,0.0
0.2,0.08,9.0,0.44833701848983765,1.0
0.5,0.08,6.0,0.33766499161720276,1.0
0.2,0.08,9.0,0.42348602414131165,1.0
0.2,0.08,3.0,0.3162992298603058,1.0
0.2,0.08,5.0,0.3301343023777008,1.0
0.5,0.08,1.0,0.6678685545921326,1.0
0.2,0.08,8.0,0.29092827439308167,0.0
0.2,0.08,0.0,0.2948884963989258,1.0
0.2,0.08,5.0,0.3449031114578247,1.0
0.2,0.08,5.0,0.38937193155288696,1.0
0.5,0.08,3.0,0.4508401155471802,1.0
0.2,36.04,7.0,0.5802614688873291,1.0
0.2,36.01,1.0,0.127738818526268,1.0
0.16666666666666666,0.0,1.0,0.556368350982666,1.0
0.2,36.01,2.0,0.17829838395118713,1.0
0.2,94.9,3.0,0.2762826383113861,1.0
0.25,36.01,8.0,0.2999701499938965,1.0
0.2,77.35,8.0,0.28823503851890564,1.0
0.5,77.35,7.0,0.24415691196918488,1.0
0.5,77.35,10.0,0.43706056475639343,1.0
0.2,77.35,8.0,0.21709325909614563,1.0
0.2,36.01,3.0,0.2517584562301636,1.0
0.2,36.01,3.0,0.5327086448669434,1.0
0.2,36.01,2.0,0.33230432868003845,1.0
0.5,77.35,6.0,0.4043772220611572,1.0
0.2,1.65,5.0,0.6208111047744751,1.0
0.2,1.57,7.0,0.27755007147789,0.0
0.16666666666666666,1.36,5.0,0.5002918839454651,1.0
0.5,1.36,2.0,0.21168044209480286,1.0
0.25,94.13,5.0,0.6925750970840454,1.0
0.2,1.44,5.0,0.6053733825683594,1.0
0.25,1.39,4.0,0.50162273645401,1.0
0.14285714285714285,69.84,1.0,0.15259404480457306,1.0
0.125,69.84,3.0,0.3658052086830139,1.0
0.16666666666666666,1.44,10.0,0.26398372650146484,1.0
0.125,69.84,1.0,0.26398372650146484,1.0
0.125,69.84,9.0,0.3097463548183441,1.0
0.25,69.84,5.0,0.2774808704853058,1.0
0.16666666666666666,1.44,1.0,0.08599582314491272,1.0
0.14285714285714285,69.84,1.0,0.2371615320444107,1.0
0.125,69.84,4.0,0.26398372650146484,1.0
0.2,1.44,5.0,0.432192862033844,1.0
0.2,1.65,9.0,0.30169472098350525,1.0
0.2,1.36,2.0,0.45656856894493103,1.0
0.2,1.44,3.0,0.40210530161857605,1.0
0.2,69.84,4.0,0.46749046444892883,1.0
0.25,1.44,3.0,0.48230138421058655,1.0
0.2,1.44,0.0,0.36697691679000854,1.0
0.2,1.44,3.0,0.31841593980789185,1.0
0.2,1.44,5.0,0.4947962164878845,1.0
0.2,1.44,2.0,0.49021920561790466,1.0
0.2,1.44,3.0,0.2030511200428009,1.0
0.2,69.84,5.0,0.3678983747959137,1.0
0.2,69.84,7.0,0.549507737159729,1.0
0.2,1.44,5.0,0.35556402802467346,0.0
0.2,69.84,3.0,0.33532410860061646,1.0
0.2,69.84,7.0,0.42276719212532043,1.0
0.2,69.84,4.0,0.41707751154899597,1.0
0.2,1.65,2.0,0.4604986011981964,1.0
0.2,1.65,6.0,0.44987887144088745,1.0
0.2,1.65,1.0,0.3480691909790039,1.0
0.2,1.65,2.0,0.5814939141273499,1.0
0.2,69.84,2.0,0.3199760913848877,1.0
0.2,1.44,7.0,0.5367103815078735,1.0
0.2,1.44,2.0,0.38775160908699036,1.0
0.2,1.44,8.0,0.4505593478679657,1.0
0.2,1.44,8.0,0.30070775747299194,1.0
0.2,1.44,1.0,0.5030313730239868,1.0
0.2,1.44,5.0,0.375784307718277,1.0
0.5,69.84,4.0,0.3736877739429474,1.0
0.25,0.0,6.0,0.23681089282035828,1.0
0.25,0.0,2.0,0.23096521198749542,1.0
0.25,89.89,3.0,0.5304228663444519,1.0
0.14285714285714285,0.0,3.0,0.11016301065683365,1.0
0.25,0.0,6.0,0.3783552944660187,1.0
0.3333333333333333,0.0,1.0,0.3611588180065155,1.0
0.14285714285714285,0.0,3.0,0.03863690793514252,1.0
0.25,0.0,3.0,0.37126582860946655,1.0
0.25,0.0,0.0,0.47721531987190247,1.0
0.25,0.0,7.0,0.5189029574394226,1.0
0.25,0.0,8.0,0.5899348855018616,1.0
0.25,0.0,5.0,0.348704993724823,1.0
0.25,0.0,4.0,0.23576879501342773,1.0
0.25,0.0,4.0,0.4449521601200104,1.0
0.25,0.0,1.0,0.4080483317375183,1.0
0.25,0.0,1.0,0.4436667561531067,1.0
0.25,78.42,0.0,0.14544546604156494,1.0
0.25,0.0,2.0,0.17850209772586823,1.0
0.25,78.42,1.0,0.4270048439502716,1.0
0.6666666666666666,78.42,5.0,0.7332713603973389,1.0
0.25,62.88,1.0,0.21934205293655396,1.0
0.2,0.6,3.0,0.1348235160112381,1.0
0.25,93.68,10.0,0.5498518347740173,0.0
0.25,69.29,7.0,0.4999476373195648,1.0
0.14285714285714285,0.69,7.0,0.33280065655708313,1.0
0.14285714285714285,69.29,4.0,0.1278305947780609,0.0
0.25,0.69,7.0,0.1278305947780609,1.0
0.3333333333333333,0.69,7.0,0.46675047278404236,1.0
0.25,69.29,10.0,0.3346073627471924,0.0
0.4,69.29,7.0,0.261657178401947,1.0
0.14285714285714285,69.29,4.0,0.2711138427257538,1.0
0.125,69.29,9.0,0.24420376121997833,0.0
0.25,0.69,7.0,0.31854915618896484,1.0
0.25,69.29,4.0,0.24420376121997833,1.0
0.2,69.29,1.0,0.43350809812545776,1.0
0.3333333333333333,69.29,8.0,0.3998278081417084,1.0
0.2,0.6,7.0,0.4487835466861725,1.0
0.2,0.6,6.0,0.44804415106773376,1.0
0.2,0.69,2.0,0.3632267117500305,1.0
0.2,0.69,6.0,0.3775981068611145,1.0
0.2,69.29,9.0,0.39035293459892273,1.0
0.2,69.29,4.0,0.46006840467453003,1.0
0.2,0.69,1.0,0.5717278122901917,1.0
0.2,69.29,9.0,0.3244398236274719,0.0
0.2,0.69,0.0,0.4986010491847992,1.0
0.2,0.69,1.0,0.4751306474208832,1.0
0.2,0.69,7.0,0.4227457344532013,0.0
0.2,0.69,8.0,0.40034377574920654,1.0
0.2,0.69,5.0,0.546493411064148,1.0
0.2,87.43,2.0,0.48114070296287537,1.0
0.5,0.69,0.0,0.414572536945343,1.0
0.14285714285714285,0.0,3.0,0.06218789517879486,1.0
0.16666666666666666,0.0,4.0,0.09997768700122833,0.0
0.16666666666666666,0.0,1.0,0.3288995623588562,0.0
0.75,0.0,5.0,0.49010908603668213,1.0
0.2,0.0,1.0,0.33974674344062805,1.0
0.16666666666666666,0.41,1.0,0.23780100047588348,1.0
0.16666666666666666,56.94,1.0,0.26492974162101746,1.0
0.16666666666666666,0.0,9.0,0.3985665440559387,1.0
0.16666666666666666,0.0,2.0,0.2732827663421631,1.0
0.16666666666666666,0.0,4.0,0.2634350657463074,1.0
0.16666666666666666,0.0,0.0,0.3370772898197174,1.0
0.16666666666666666,0.0,1.0,0.22953389585018158,1.0
0.16666666666666666,0.0,3.0,0.44881588220596313,1.0
0.16666666666666666,0.0,7.0,0.3594014048576355,0.0
0.16666666666666666,0.0,1.0,0.3245507478713989,1.0
0.16666666666666666,0.0,7.0,0.26922607421875,0.0
0.16666666666666666,0.0,8.0,0.26733702421188354,0.0
0.16666666666666666,0.0,2.0,0.32106930017471313,1.0
0.14285714285714285,44.51,2.0,0.2618659734725952,1.0
0.25,44.51,3.0,0.12932126224040985,1.0
0.16666666666666666,44.51,4.0,0.4845210611820221,0.0
0.2,44.51,8.0,0.14512023329734802,0.0
0.2,44.51,10.0,0.14909714460372925,1.0
0.2,44.51,9.0,0.40868955850601196,1.0
0.2,44.51,8.0,0.43517011404037476,1.0
0.2,44.51,3.0,0.4540019631385803,1.0
0.2,44.51,6.0,0.2660374045372009,1.0
0.2,0.0,6.0,0.339326947927475,0.0
0.2,81.19,3.0,0.20802807807922363,1.0
0.2,0.0,4.0,0.4012560546398163,1.0
0.25,0.68,3.0,0.2522388994693756,1.0
0.25,0.0,10.0,0.39487868547439575,1.0
0.2,0.18,8.0,0.16209754347801208,1.0
0.2,89.89,9.0,0.41346868872642517,1.0
0.2,0.0,0.0,0.2813740074634552,1.0
0.25,0.0,5.0,0.19529204070568085,1.0
0.2,0.0,3.0,0.10553891956806183,1.0
0.2,0.0,1.0,0.08117716014385223,1.0
0.25,0.0,6.0,0.1736021488904953,1.0
0.2,0.0,5.0,0.23772159218788147,1.0
0.2,0.0,3.0,0.24358004331588745,1.0
0.2,0.0,6.0,0.16743089258670807,1.0
0.2,0.0,2.0,0.3055673837661743,1.0
0.2,78.42,3.0,0.24450424313545227,1.0
0.2,0.0,1.0,0.19390282034873962,1.0
0.2,0.0,7.0,0.25311538577079773,1.0
0.2,0.0,2.0,0.33418017625808716,1.0
0.2,0.0,5.0,0.23033303022384644,1.0
0.2,0.0,10.0,0.26068246364593506,0.0
0.2,0.0,9.0,0.18095630407333374,0.0
0.2,78.42,6.0,0.15605291724205017,1.0
0.2,0.0,4.0,0.2665916979312897,1.0
0.2,0.0,3.0,0.3108404278755188,1.0
0.16666666666666666,71.22,8.0,0.22171436250209808,0.0
0.4,71.22,7.0,0.5072523355484009,1.0
0.4,71.22,1.0,0.6592527031898499,1.0
0.2,0.0,4.0,0.2848019003868103,0.0
0.16666666666666666,63.28,2.0,0.08070096373558044,0.0
0.2,0.0,6.0,0.6173542737960815,1.0
0.16666666666666666,71.22,3.0,0.163914293050766,0.0
0.16666666666666666,80.45,2.0,0.38905274868011475,1.0
0.2,80.01,9.0,0.14715619385242462,0.0
0.125,80.01,7.0,0.1247277557849884,0.0
0.16666666666666666,80.01,8.0,0.09407105296850204,0.0
0.16666666666666666,63.26,5.0,0.22287636995315552,1.0
0.25,80.01,1.0,0.04063228890299797,1.0
0.125,80.01,3.0,0.2036832869052887,0.0
0.125,80.01,2.0,0.029857778921723366,1.0
0.125,80.01,1.0,0.1964438259601593,1.0
0.14285714285714285,63.26,9.0,0.08470592647790909,0.0
0.125,80.01,7.0,0.09407105296850204,1.0
0.25,63.26,6.0,0.15532347559928894,1.0
0.125,63.26,1.0,0.04063228890299797,1.0
0.16666666666666666,80.01,5.0,0.013084184378385544,1.0
0.2,63.26,3.0,0.22287636995315552,0.0
0.2,80.01,7.0,0.23537717759609222,0.0
0.4,80.01,2.0,0.1964438259601593,1.0
0.14285714285714285,63.26,0.0,0.04666002467274666,0.0
0.16666666666666666,63.26,6.0,0.22326688468456268,0.0
0.16666666666666666,51.58,10.0,0.2375541776418686,0.0
0.16666666666666666,62.88,2.0,0.49708878993988037,1.0
0.4,51.58,1.0,0.16186967492103577,1.0
0.16666666666666666,63.26,8.0,0.20265689492225647,1.0
0.16666666666666666,63.26,6.0,0.19252313673496246,0.0
0.16666666666666666,63.26,1.0,0.20787057280540466,1.0
0.16666666666666666,63.26,5.0,0.21905109286308289,0.0
0.16666666666666666,62.88,6.0,0.2550697326660156,1.0
0.16666666666666666,80.01,1.0,0.11433546990156174,0.0
0.16666666666666666,80.01,1.0,0.24135662615299225,1.0
0.16666666666666666,62.88,5.0,0.1321740299463272,0.0
0.16666666666666666,62.88,1.0,0.1672619730234146,0.0
0.16666666666666666,80.01,2.0,0.5637345910072327,1.0
0.16666666666666666,63.26,4.0,0.39443308115005493,1.0
0.16666666666666666,80.01,1.0,0.4182179272174835,1.0
0.16666666666666666,63.26,1.0,0.18943670392036438,1.0
0.16666666666666666,80.01,4.0,0.47706565260887146,1.0
0.16666666666666666,65.06,0.0,0.2303621917963028,1.0
0.16666666666666666,65.06,1.0,0.28494083881378174,0.0
0.16666666666666666,62.88,9.0,0.23515909910202026,0.0
0.16666666666666666,80.01,7.0,0.46845176815986633,1.0
0.16666666666666666,62.88,0.0,0.1565093845129013,1.0
0.16666666666666666,62.88,6.0,0.3204769492149353,1.0
0.16666666666666666,62.88,3.0,0.1423996090888977,0.0
0.16666666666666666,62.88,8.0,0.15354768931865692,1.0
0.16666666666666666,65.06,1.0,0.20695756375789642,1.0
0.16666666666666666,63.26,1.0,0.13877514004707336,0.0
0.16666666666666666,63.26,3.0,0.4896581470966339,1.0
0.16666666666666666,63.26,6.0,0.1426219493150711,0.0
0.16666666666666666,63.26,0.0,0.21303795278072357,1.0
0.16666666666666666,63.26,6.0,0.43223172426223755,1.0
0.16666666666666666,63.26,3.0,0.2206219583749771,0.0
0.16666666666666666,80.01,7.0,0.2500225901603699,1.0
0.16666666666666666,63.26,6.0,0.22788982093334198,0.0
0.16666666666666666,80.01,6.0,0.49110934138298035,1.0
0.16666666666666666,73.17,9.0,0.47790825366973877,0.0
0.16666666666666666,80.01,4.0,0.18419387936592102,0.0
0.16666666666666666,92.24,8.0,0.1622806191444397,0.0
0.5,0.0,1.0,0.1580132097005844,1.0
0.25,0.0,5.0,0.44474858045578003,1.0
0.2,89.89,4.0,0.471261590719223,1.0
0.125,0.0,5.0,0.14780475199222565,1.0
0.25,0.0,3.0,0.060045983642339706,1.0
0.125,0.0,0.0,0.2619493901729584,1.0
0.125,0.0,6.0,0.14780475199222565,1.0
0.125,0.0,4.0,0.060045983642339706,1.0
0.16666666666666666,0.0,10.0,0.14174656569957733,1.0
0.125,0.0,0.0,-0.021787505596876144,1.0
0.14285714285714285,0.0,9.0,0.044417157769203186,1.0
0.4,0.0,10.0,0.42394593358039856,1.0
0.2,0.0,9.0,0.4951368272304535,1.0
0.2,0.0,9.0,0.26251015067100525,1.0
0.5,0.0,3.0,0.3111085891723633,1.0
0.2,0.0,6.0,0.2859748899936676,1.0
0.2,0.0,0.0,0.6041934490203857,1.0
0.2,0.0,9.0,0.323485791683197,1.0
0.2,0.0,8.0,0.08956296741962433,0.0
0.2,0.0,5.0,0.35922712087631226,1.0
0.2,0.0,3.0,0.5076597332954407,1.0
0.2,0.0,7.0,0.5022608041763306,1.0
0.2,0.0,8.0,0.27779263257980347,1.0
0.2,0.0,0.0,0.40298083424568176,1.0
0.2,0.0,10.0,0.3103010654449463,1.0
0.2,0.0,0.0,0.33944061398506165,1.0
0.2,0.0,8.0,0.5391857624053955,1.0
0.2,0.0,2.0,0.3492070138454437,1.0
0.2,99.71,3.0,0.27977073192596436,0.0
0.25,71.22,4.0,0.1262901872396469,0.0
0.25,71.22,6.0,0.8091446757316589,1.0
0.2,0.0,5.0,0.09677047282457352,0.0
0.2,14.09,2.0,0.28791332244873047,1.0
0.2,81.44,6.0,0.3030109405517578,1.0
0.14285714285714285,99.71,6.0,0.07659920305013657,0.0
0.25,99.71,7.0,0.1267482340335846,1.0
0.125,99.71,7.0,0.09020990878343582,0.0
0.16666666666666666,99.71,7.0,0.2491910308599472,0.0
0.125,99.71,4.0,0.22849822044372559,0.0
0.14285714285714285,99.71,8.0,0.03361297771334648,0.0
0.2,33.94,2.0,0.2740322947502136,1.0
0.2,99.7,5.0,0.2502210736274719,0.0
0.2,99.7,3.0,0.2685216963291168,0.0
0.2,99.7,2.0,0.28142115473747253,0.0
0.2,99.7,1.0,0.35158640146255493,1.0
0.2,99.7,5.0,0.2774445414543152,1.0
0.2,26.88,1.0,0.29700276255607605,0.0
0.75,0.56,2.0,0.22834165394306183,1.0
0.2,0.66,2.0,0.28405049443244934,1.0
0.14285714285714285,69.31,6.0,-0.005125143565237522,1.0
0.125,69.31,10.0,0.1905841827392578,0.0
0.2,69.31,7.0,0.16731692850589752,0.0
0.2857142857142857,69.31,6.0,0.27754709124565125,1.0
0.125,69.31,2.0,0.15490995347499847,1.0
0.3333333333333333,69.31,3.0,0.11277706176042557,1.0
0.25,0.66,2.0,0.15724804997444153,1.0
0.16666666666666666,0.66,1.0,0.15724804997444153,1.0
0.2,0.66,2.0,0.380418986082077,1.0
0.2,0.09,2.0,0.3730749785900116,1.0
0.2,69.31,3.0,0.4180870056152344,1.0
0.25,0.66,10.0,0.3312203586101532,1.0
0.2,0.66,7.0,0.3769792914390564,1.0
0.2,0.66,2.0,0.28110751509666443,1.0
0.2,0.66,1.0,0.44708043336868286,1.0
0.2,0.66,8.0,0.2518499791622162,1.0
0.5,69.31,2.0,0.3009345829486847,1.0
0.2,0.66,2.0,0.3832598626613617,0.0
0.2,69.31,0.0,0.309578001499176,1.0
0.2,0.66,3.0,0.4077463150024414,1.0
0.2,69.31,4.0,0.32590073347091675,1.0
0.2,69.31,0.0,0.3950124680995941,1.0
0.2,0.08,5.0,0.1805107146501541,1.0
0.2,0.08,8.0,0.46753761172294617,1.0
0.2,0.08,5.0,0.326455295085907,1.0
0.2,0.66,0.0,0.4135534167289734,1.0
